,"(deg C) Minimum Temperature (ERA5) at Polygon 1, 2006-06-18 to 2026-05-26","(deg C) Average Polygon 1"
"2006-06-18",25.4937,25.2732
"2006-06-19",25.4961
"2006-06-20",25.9663
"2006-06-21",25.8416
"2006-06-22",25.8508
"2006-06-23",25.5933
"2006-06-24",25.3427
"2006-06-25",25.9807
"2006-06-26",26.2993
"2006-06-27",25.6183
"2006-06-28",25.7377
"2006-06-29",24.81
"2006-06-30",25.357
"2006-07-01",25.9261
"2006-07-02",25.8737
"2006-07-03",25.0454
"2006-07-04",25.0493
"2006-07-05",24.6975
"2006-07-06",25.1252
"2006-07-07",25.1576
"2006-07-08",24.9354
"2006-07-09",25.425
"2006-07-10",25.1086
"2006-07-11",25.3144
"2006-07-12",25.022
"2006-07-13",25.2282
"2006-07-14",25.2774
"2006-07-15",24.4904
"2006-07-16",25.2882
"2006-07-17",24.7876
"2006-07-18",24.8646
"2006-07-19",25.0622
"2006-07-20",25.1865
"2006-07-21",24.8347
"2006-07-22",25.1239
"2006-07-23",25.3731
"2006-07-24",25.4565
"2006-07-25",25.3545
"2006-07-26",25.1617
"2006-07-27",25.0434
"2006-07-28",24.8048
"2006-07-29",24.892
"2006-07-30",24.7424
"2006-07-31",25.0459
"2006-08-01",25.4699
"2006-08-02",25.7879
"2006-08-03",25.918
"2006-08-04",25.0901
"2006-08-05",25.728
"2006-08-06",25.8296
"2006-08-07",26.0617
"2006-08-08",25.671
"2006-08-09",25.2464
"2006-08-10",25.2234
"2006-08-11",25.5912
"2006-08-12",25.688
"2006-08-13",25.8854
"2006-08-14",26.0909
"2006-08-15",25.7672
"2006-08-16",25.7671
"2006-08-17",25.6138
"2006-08-18",25.0272
"2006-08-19",25.8516
"2006-08-20",26.1464
"2006-08-21",25.2551
"2006-08-22",25.7768
"2006-08-23",25.6037
"2006-08-24",24.8077
"2006-08-25",24.6779
"2006-08-26",24.9002
"2006-08-27",25.8236
"2006-08-28",25.9211
"2006-08-29",25.3479
"2006-08-30",25.2694
"2006-08-31",26.1818
"2006-09-01",26.2658
"2006-09-02",26.4295
"2006-09-03",26.3583
"2006-09-04",26.492
"2006-09-05",25.714
